REGISTRY_ID,FAC_NAME,FAC_STATE,FAC_EPA_REGION,FAC_MAJOR_FLAG,FAC_NAICS_CODES,TARGET_VIOLATION_12M
110006190442.0,GERKEN MATERIAL INC - PLANT 3 (0302000002),OH,5.0,,324121,0
110004907281.0,BATES PLASTICS INC,RI,1.0,,32612 326199,0
110002845841.0,STRAND ART GRAPHICS,CA,9.0,,326199,0
110071706409.0,OAK RIDGE BIO-REFINERY LLC DBA RENEWABLE DIESEL BIOREFLNERY,TN,4.0,,325188,0
110007134270.0,CHAMPION AUTO GENERATOR SERVICES,NJ,2.0,,336322,0
110072100636.0,INTEGRATED POWER SERVICES - FORT SMITH SERVICE CENTER,AR,6.0,,811310 335312,0
110070638610.0,SSC @ MARINETTE MARINE,WI,,,336611,0
110065353352.0,MED-PHARMEX,CA,9.0,,325412,0
110003330814.0,BRUNE PLASTICS INC,LA,6.0,,325211,0
110012702593.0,DEGUSSA CONSTRUCTION CHEMICALS OPS  INC,TX,6.0,,325510,0
110070338471.0,DEKING SCREW PRODUCTS INC,CA,9.0,,332721,0
110000860621.0,BIG TEX TRAILER MANUFACTURING INC,TX,6.0,,336212 336214,0
110001981017.0,FREDERICK GUMM CHEMICAL CO INC,NJ,2.0,,56291 325611 325612,0
110037578877.0,"MANATTS, INC.",IA,7.0,,327320,0
110000409736.0,HAYES-ALBION CORP,MI,5.0,,336370 332116 11131,0
110005885015.0,DOWNERS GROVE YAMAHA,IL,5.0,,339999,0
110000732556.0,WESTFORD ANODIZING CORPORATION,MA,1.0,,332813,0
110070361171.0,PLAINFIELD GAS,IL,5.0,,339999,0
110005176442.0,TRIPLE S METAL,TX,6.0,,332813,0
110070457557.0,JOHN PAUL MITCHELL SYSTEMS,CA,,,325611,0
110005371409.0,ENDURANCE FRUIT PROCESSING INC,WA,10.0,,311421,0
110033024901.0,"JAMES HAMILTON CONSTRUCTION CO - NSR NO. 3702, HMA NO1",NM,6.0,,324121,0
110070096412.0,OASIS MATERIALS COMPANY LP,CA,9.0,,334419,0
110000363080.0,FLORIDA COCA-COLA BOTTLING CO,FL,4.0,,312111 484121 459910,0
110027228907.0,BRADFORD VENEER & PANEL CO INC,NH,1.0,,321992,0
110071949712.0,"CRAFCO, INC.",TN,4.0,,324121,0
110070257354.0,MIDWEST CONCRETE  - ABILENE #2 (SWPP),KS,7.0,,327320,0
110062742019.0,HIRAM SWANKS SONS,PA,3.0,,327124,0
110009472187.0,GE ON WING SUPPORT INC PROPERTY,NY,2.0,,336413,0
110037395413.0,NORTHROP GRUMMAN SYSTEMS CORPORATION - TROY HILL 1,MD,3.0,,334511,0
110003749481.0,ANCHOR BLOCK CO - N ST PAUL,MN,5.0,,327331,0
110009386459.0,NOW NATURAL FOODS,IL,5.0,,325411 31199 541380,0
110002133192.0,WACO FIBERGLASS INC,TX,6.0,,333319,0
110005333344.0,ALCOA INC VANCOUVER,WA,10.0,,331319,0
110003597714.0,WELLINGTON ALMONT LLC,MI,5.0,,33637 326199,0
110022811037.0,"KOCH FOODS, INC.  (DISTRIBUTION CENTER)",MS,4.0,,311615 49312,0
110041359785.0,MITSUBISHI CEMENT CORPORATION,CA,9.0,,327310 32731,0
110001032613.0,DECARLO CUSTOM CABINETRY READING,PA,3.0,,337110,0
110002912741.0,WESTAR NUTRITION CORP.,CA,9.0,,325412,0
110009464338.0,FONTANA BROS,NY,2.0,,316991 323118,0
110013677360.0,STEEL PARTS CORP,IN,5.0,,336370,0
110000807039.0,WHITE MOP WRINGER CO.,NY,2.0,,332813 332439 332998 335228 333319,0
110001350430.0,LEE WEL PRINTING,IL,5.0,,339999,0
110043584715.0,COCA-COLA SANDSTON,VA,3.0,,312111 493110,0
,JOHNS MANVILLE INC,CA,9.0,,336612,1
110028058606.0,LEPKO FINISHING INC,PA,3.0,,332812 33251,0
110002708302.0,SPANN'S GEAR AND MACHINE CO,CA,9.0,,333319,0
110012704573.0,HENKEL CORP,IL,5.0,,325520 32552 325510,0
110071438065.0,PENNY PLATE LLC,MO,7.0,,332999,0
110005747987.0,CARPET SHACK,IA,7.0,,44221 339116,0
110070836717.0,AJ GAS & MINI MART INC,IL,5.0,,339999,0
110043190490.0,COAST COMPOSITES INC,CA,9.0,,333514,0
110001363925.0,HAROLD'S PREFINISHED WOOD INC,IL,5.0,,337122,0
110055547573.0,AMERICAN FALLS READY MIX,ID,10.0,,327320,0
110065412887.0,NORTON PACKAGING INC,CA,9.0,,326121 337215 326122 326199,0
110006848983.0,BOXLEY MATERIALS COMPANY - PINEY RIVER PLANT - 30949,VA,3.0,,324121 237310,0
110072068143.0,TRANPAK,CA,,,326122,0
110071181495.0,INTERSTATE CONCRETE & ASPHALT HATCH PIT,WA,10.0,,324121 212321 327320,0
110012146631.0,CONCRETE SERVICE - CLINTON,NC,4.0,,327320,0
110007649027.0,GRIFFIN INC,MS,4.0,,33611 332999,0
110014355562.0,MANCO PLATING INC,NJ,2.0,,332813,0
110000374292.0,LEWELLYN MANUFACTURING INC,TN,4.0,,333924 332420,0
110069997188.0,BYRON'S BAR-B-Q AKA RICH'S FOODS,TN,4.0,,311612,0
110007338434.0,B R DEWITT PLANT 18,NY,2.0,,327320,0
110005483903.0,OCENCO INC,WI,,,339112,0
110056319194.0,INTO THE WOOD,MI,5.0,,337122,0
110069567659.0,HIGHLAND MS LLC,MS,4.0,,321219,0
110072061764.0,DOUGLAS EMMETT BUILDERS,CA,,,336340,0
110028004255.0,"BRC RUBBER GROUP INC., CROMWELL DIV.",IN,5.0,,326299 326291,0
110005171928.0,HYD-MECH CORPORATION,TX,6.0,,333512,0
110005874893.0,CONSTRUCTION TECHNOLOGY LABS INC,IL,5.0,,339999,0
110008113200.0,EXCELCO - NEWBROOK INC,NY,2.0,,332710,0
110000491058.0,ALLWEATHER WOOD,WA,10.0,,321114,0
110039132612.0,OMG MIDWEST INC,IA,7.0,,324121,0
110072053678.0,MONET DESAUW INC,MO,,,332216,0
110000330945.0,US CAN CO/NEW CASTLE PLANT,PA,3.0,,323111,0
110069469211.0,TOPS PRODUCTS LLC,TN,4.0,,323119,0
110066987595.0,"METRO HEAVY DUTY DISTRIBUTORS, INC",VA,3.0,,335312,0
110071122944.0,RELIABLE CONCEPTS CORPORATION,CA,,,321114,0
110013359150.0,LOUISIANA-PACIFIC ORIENTED STRAND BOARD (CLOSED),ME,1.0,,321219 322110 321113,0
110001475822.0,AKZO COATINGS INC,NC,4.0,,325510 32551,0
110046463625.0,MAVERIK STORE 198,ID,10.0,,333913,0
110039129779.0,MOBILE ASPHALT CO LLC,AL,4.0,,324121,0
110010460517.0,THE STERO COMPANY,CA,9.0,,333249 333298,0
110065883137.0,LESLIE'S POOL SUPPLY,CA,9.0,,339113 456120,0
110001869522.0,TRISTAR WEB GRAPHICS,TX,6.0,,323119,0
110038069862.0,GLENN O HAWBAKER INC/ASPHALT PLT GROVE CITY,PA,3.0,,324121,0
110071934509.0,LANCASTER LOG CABINS,PA,3.0,,321999,0
110005554104.0,PHILLIPS MACHINE SERVICE INC,WV,3.0,,333131 333319,0
110070472323.0,GOOCH AND HOUSEGO,CA,,,333314,0
110002114168.0,MAGNESIUM ELEKTRON NORTH AMERICA INC. (0332010060),OH,5.0,,332812 331491,0
110002133272.0,AMRAD CO INC,TX,6.0,,336211,0
110018126918.0,AGRIUM US INC,IL,5.0,,42291 42491 42459 325311,0
110000768624.0,BALL-FOSTER GLASS CONTAINER CO. L.L.C.,IL,5.0,,327213 339999,0
110001233193.0,ZOELLER COMPANY,KY,4.0,,33391 333911 333914,0
110001230249.0,GREG SCREW MACHINE PRODUCTS,IL,5.0,,339999 332722,0
110003530796.0,M & M CARNOT,MD,3.0,,333415 811211,0
110010763628.0,BETTEROADS ASPHALT PLT 3,PR,2.0,,324121,0
110071310942.0,SUPERMIX CONCRETE,FL,4.0,,327320,0
110070800615.0,TOPCON MEDICAL LASER SYSTEMS,CA,,,339113,0
110010406499.0,MONROE SALT WORKS,ME,1.0,,327112,0
110004048209.0,"CHESAPEAKE PHARMACEUTICAL PACKAGING COMPANY,",NC,4.0,,32311 323110 323111,0
110000309933.0,CLEAN HARBORS TECHNICAL SERVICES,MA,1.0,,424690 54138 325199 211112 42193,0
110041606125.0,APPROVED PAVING LLC,KS,7.0,,324121,0
110019884115.0,CLEAN EARTH OF MARYLAND INC,MD,3.0,,324121,0
110003083804.0,DIEDRICH DRILL INC,IN,5.0,,333120,0
110002124978.0,PRECISE FINISHING CO,IL,5.0,,332813 339999,0
110038270171.0,NOVOZYMES BIOAG INC,WI,5.0,,325414,0
110003388682.0,AMERICAN AERO-THEODORE,AL,4.0,,333923,0
110003390376.0,INGERSOLL-RAND AIR CENTER,AL,4.0,,333912,0
110070798523.0,INFINEON TECHNOLOGIES AMERICAS,CA,,,334413,0
110054884942.0,TEAM METAL FINISHING,GA,4.0,,332813,0
110001539112.0,"EVERGREEN PRINTING & PUBLISHING CO., INC.",NJ,2.0,,323111 511110 51111,0
110003231841.0,THE LYONS COMPANIES,KY,4.0,,334517 332322 332999 332321,0
110067413873.0,QUANEX CUSTOM COMPONENTS,WI,5.0,,321999 321911,0
110070414702.0,ATLANTIC PETROLEUM INC,CA,,,44719 336350,0
110070220554.0,REX LUMBER TROY SAWMILL,AL,4.0,,236220 321113,0
110005983258.0,CAPITOL WHOLESALE MEATS,IL,5.0,,311612,0
110038622755.0,"JET ASPHALT & ROCK CO, INC.",AR,6.0,,324121,0
110039619393.0,CUMBERLAND FARMS#70309,NY,2.0,,323113,0
110044816063.0,INTIER AUTOMOTIVE ATREUM DIVISION HOWELL,MI,5.0,,336390,0
110069555662.0,MARELLI TENNESSEE USA LLC,TN,4.0,,336321,0
110042484344.0,BITRODE CORPORATION,MO,7.0,,334419 238910,0
110003419211.0,BAY STATE KNIFE CO INC,MA,1.0,,332212,0
110071421904.0,SCORPIUS SPACE LAUNCH COMPANY,CA,,,335991,0
110007756990.0,CENTRAL CHEMICAL CORP,PA,3.0,,325314,0
110059792176.0,JUSTICE CARSTAR COLLISION,FL,4.0,,336399,0
110006551089.0,NAGEL LUMBER CO INC,WI,5.0,,321113,0
110001684320.0,GRAYMILLS CORP,IL,5.0,,333911,0
110071723694.0,NIBCO OF VIRGINIA INC,VA,3.0,,332112,0
110071248407.0,"AB SCIEX, LLC",CA,,,334516,0
110027897998.0,JOE DURBIN,IL,5.0,,339999,0
110057880618.0,DEXSTAR WHEEL CO,IN,5.0,,332999,0
110033168471.0,DELEK RENEWABLES LLC,AR,6.0,,325199 325110,0
110001224130.0,STONEHOUSE ACQUISITION CO LLC/CHAMBERSBURG,PA,3.0,,325211 326199,0
110012388148.0,BAILEY MANUFACTURING COMPANY LLC,NY,2.0,,336370 332813,0
110043943855.0,BLOCK ENGINEERING,MA,1.0,,334516,0
110041212737.0,"THE BULLEIT DISTILLING CO. (DIAGEO AMERICAS SUPPLY, INC.)",KY,4.0,,312130 312140,0
110071722684.0,VISHAY VITRAMON INCORPORATED,VA,3.0,,334416,0
110018454288.0,INTRAFAB LLC,IL,5.0,,333248 333249,0
110054871322.0,CAVCO MANUFACTURING LLC,VA,3.0,,321992 321991,0
110002118039.0,AEVITAS SPECIALTY SERVICES CORP,MI,5.0,,324110 562219 562920 562112,0
110072072148.0,"UNILOY CENTURY, LLC",OH,5.0,,333511,0
110070644497.0,"AVIAT AIRCRAFT, INC",WY,8.0,,336411,0
110005851060.0,RED BUD COLLISION CENTER,IL,5.0,,81111 339999 811121,0
110001242307.0,DELUXE MFG. OPERATIONS - LENEXA (15505 W 113TH),KS,7.0,,323111 323118,0
110015800472.0,ARLINGTON PLATING CO,MO,7.0,,332813,0
110017780301.0,ASK GOLD INC,CA,9.0,,339911,0
110007390910.0,CITY OF FLORA,IL,5.0,,339999,0
110043424121.0,JEREMIAH DENNISON,IL,5.0,,339999,0
110024887470.0,LAFARGE GULF SHORES CONCRETE PLANT,AL,4.0,,327320 32732,0
110001457968.0,FLEMING & COMPANY INC,MO,7.0,,325412,0
110038642047.0,APAC-SOUTHEAST  INC -FIRST COAST DIV,FL,4.0,,324121,0
110012168484.0,SADLERS SALVAGE YARD,VA,3.0,,336399,0
110000602205.0,WYOMING ETHANOL,WY,8.0,,325193,0
110003341125.0,MCKESSON MEDICAL SURGICAL,LA,6.0,,325412 334112 541511,0
110024436305.0,METAL ETCHING TECHNOLOGY ASSOC,NJ,2.0,,332812 33271,0
110001820067.0,BREAKER CONFECTIONS,IL,5.0,,311330,0
110004972049.0,SOUTHERN BLOW PIPE & ENGINEERING CO.,TN,4.0,,332322 23561,0
110070848697.0,RECODE THERAPEUTICS INC,CA,,,325414,0
110005277422.0,BIG RED Q QUICKPRINT CENTER,FL,4.0,,323111,0
110022411166.0,GREENSTONE INDUSTRIES,GA,4.0,,339999 999999 322299,0
110071709720.0,CENTURION INDUSTRIES INCORPORATED,IN,5.0,,332312,0
110001351545.0,CARPENTER MANUFACTURING,IN,5.0,,336211,0
110056375970.0,OLIGO FACTORY INC,MA,1.0,,325199,0
110006467894.0,MERLE NORMAN COSMETICS,CA,9.0,,32562 325211 326199,0
110041157388.0,KONSTANT PRODUCTS INC,IL,5.0,,332312,0
110071685014.0,XSEER,CA,,,332812 56299,0
110003259214.0,SOUTHERN AUDIO SVCS INC,LA,6.0,,326121,0
110072013226.0,ALAN MOLD & TOOL CO,CA,,,336390,0
110000395386.0,AMERICAN TRIM LLC,OH,5.0,,332116 332119 33122,0
110071411456.0,BRENTON DEVELOPMENT CORPORATION,CA,,,324191,0
110064383082.0,"TRELLEBORG MARINE SYSTEMS USA, INC.",VA,3.0,,326199 326299 326150,0
110009389973.0,WALMART SUPERCENTER #2691,IN,5.0,,455211 325312,0
110005333727.0,THERMALINE,WA,10.0,,333241,0
110070899276.0,EL MONTE CITY SCHOOL DISTRICT,CA,,,336350,0
110071073186.0,GREGORY LUMBER,VA,3.0,,321912 321113,0
110001635669.0,LOGAN COUNTY ASPHALT / PLANT 1 GUTHRIE,OK,6.0,,324121,0
110003634782.0,MICHIGAN BOLT,MI,5.0,,332722,0
110007861894.0,MONSANTO RETAIL SALES CENTER,TN,4.0,,325311,0
110071715265.0,RITEC,CA,,,334610,0
110005334646.0,WANG GLOBAL,WA,10.0,,334111,0
110009313518.0,F J DOYLE,TX,6.0,,335311,0
110001838174.0,"BOARMAN, J.W. COMPANY",MD,3.0,,323111,0
110070595136.0,PTC THERAPEUTICS INC,NJ,2.0,,325412,0
110004960873.0,HANCO MANUFACTURING COMPANY*,TN,4.0,,325612,0
110000850507.0,R.L. DRAKE LLC,OH,5.0,,33429 334290 334220,0
110004069454.0,"BORDER STATES PAVING,INC.",ND,8.0,,324121,0
110072097573.0,"THE TJX COMPANIES, INC.",CA,9.0,,327110,0
110027154246.0,US ENERGY HOLDINGS LLC,IL,5.0,,325193,0
110071760914.0,CONTRA COSTA COUNTY OFFICE OF EDU,CA,9.0,,813920 325612 611710,0
110066359924.0,"V & J ROCK TRANSPORT, INC.",CA,9.0,,48411 327992,0
110001114179.0,FULLER CO,PA,3.0,,333922 33341,0
110070481379.0,TRANSCEND MEDICAL INC,CA,,,339112,0
110072121307.0,CROWN POLY INC,CA,9.0,,326111,0
110006477204.0,CALIFORNIA ELECTRIC STEEL  INC,CA,9.0,,331513 562212,0
110072123865.0,L3 HARRIS,PA,3.0,,334511,0
110071738428.0,PROCAST JEWELERS,CA,,,339910,0
110012183608.0,HERAEUS QUARTZ TECH ROUND ROCK SITE,TX,6.0,,327999,0
110013840308.0,PHILIPS INDUSTRIES INC AIR DISTRIBUTION DIV,OK,6.0,,332117 332322,0
110000768189.0,LEESON ELECTRIC CORP,WI,5.0,,335312,0
110000313081.0,TRI BRO TOOL COMPANY INCORPORATED,RI,1.0,,339913,0
110000385315.0,INDUSTRIE DE NORA S.P.A. - CHARDON MANUFACTURING FACILITY,OH,5.0,,332813 335999,0
110001805020.0,BOCKMAN PRINTING COMPANY,IL,5.0,,323110,0
110071781736.0,"LEGGETT & PLATT, INCORPORATED",FL,4.0,,337910 337121,0
110072140510.0,USPS,CA,9.0,,336340,0
110000450789.0,STANT USA INC,AR,6.0,,336390 336399,0
110006837209.0,"DRC INDUSTRIES, INC.",FL,4.0,,332321,0
110006813387.0,ASTRO CIRCUITS CORP (FORMER),MA,1.0,,334419,0
110001865456.0,"C & C READY MIX, INC.",TN,4.0,,327320,0
110001534260.0,AIR PRODUCTS & CHEMICALS INC.,NJ,2.0,,325998,0
110055827716.0,CRAIN CUTTER COMPANY INC,CA,9.0,,332212,0
110043929979.0,SUNBURST EMS,MA,1.0,,334418,0
110003716578.0,SUTTONS OF HOLLY LTD,MI,5.0,,333911,0
110064122774.0,LETOHATCHEE PLANT,AL,4.0,,327120,0
110038611669.0,APAC ALABAMA INC,AL,4.0,,324121,0
110013287095.0,ELECTRO-PRO INC,WI,5.0,,335314 334418,0
110057130527.0,INNOVATIVE PLASTIC SYSTEMS INC,MA,1.0,,326199,0
110022840862.0,MARINEMAX NAPLES,FL,4.0,,336612 811490,0
110037977062.0,KRAFT HEINZ FOODS COMPANY,CA,9.0,,311421,0
110067426360.0,PRECISION COMPONENTSINTERNATIO NAL INC,GA,4.0,,336412,0
110064916373.0,ROCKET EMS INC,CA,9.0,,334412,0
110013820829.0,NEW WORLD MACHINING INC,CA,9.0,,332999 336399 33271,0
110013793555.0,JOHNS MANVILLE,IN,5.0,,326150 326140 3261 32615,0
110043975062.0,O'NEAL STEEL INC,NC,4.0,,332999,0
110007391036.0,PARKER SEALS/GNP OPERATIONS,IL,5.0,,339991 32629,0
110000766966.0,DAYTON PROGRESS CORPORATION,OH,5.0,,333514,0
110000432666.0,TOYAL AMERICA INC,IL,5.0,,331314 325131 325130 325132,0
110001071580.0,INTEGRATED POWER SERVICES/INDIANA,PA,3.0,,335312 81131,0
110037589348.0,THOMAS CONCRETE OF GEORGIA - COVINGTON PLANT,GA,4.0,,327320,0
110004835581.0,KOPP GLASS INC/PGH,PA,3.0,,327212,0
110012621699.0,3M ATLANTA,GA,4.0,,325510 32551,0
110007232315.0,TATE & LYLE SUCRALOSE INC,AL,4.0,,325998 325180 325199,0
110059287301.0,SKYLINE STEEL LLC-FAIRLESS HILLS,PA,3.0,,331210,0
110001337027.0,ETA CIRCUIT BREAKERS,IL,5.0,,339999,0
110001290193.0,GRAPH-PAK CORP,IL,5.0,,322211,0
110071072604.0,MILIKEN & COMPANY ENTERPRISE PLANT,SC,4.0,,313210,0
110012466063.0,ALLEGRO MICROSYSTEMS INC,MA,1.0,,334413 485410 611110,0
110070092288.0,SPACE SYSTEMS LORAL LLC,CA,9.0,,33422 334290 33429,0
110000581638.0,"TRIUMPH ENGINE CONTROL SYSTEMS, LLC",CT,1.0,,336412 333512,0
110001484484.0,"COX MANUFACTURING COMPANY, INC.",NC,4.0,,337121,0
110001137065.0,TEREX LOAD KING DIV,SD,8.0,,336212 336211,0
110037445716.0,MULTI CHEM GROUP LLC,TX,6.0,,424690 325998,0
110071161996.0,SONNEBORN LLC/PETROLIA PLT,PA,3.0,,324199,0
110001476028.0,WEYERHAEUSER COMPANY,NC,4.0,,322220 322211,0
110071648705.0,SOLO CUP OPERATING CORPORATION,MD,3.0,,322215 326199 322219,0
110003119456.0,MPI INTERNATIONAL LLC,IN,5.0,,332116 332119,0
110032147175.0,AUROHEALTH,NJ,2.0,,325412,0
110041694100.0,VALLEY ASPHALT CORP - PLANT #24,OH,5.0,,324121 32412,0
110055630438.0,GREIF FENTON,MO,7.0,,332117,0
110032744458.0,OFFICE FURNITURE & RELATED SERVICES,TN,4.0,,337214,0
110025016774.0,"MALLARD READY MIX, LLC - CONWAY",AR,6.0,,327320,0
110044955402.0,DARLING INTERNATIONAL INC.,GA,4.0,,311613,0
110042190205.0,SWANTON WELDING COMPANY,OH,5.0,,332322 332313 332323,0
110007376357.0,GALEY & LORD INDUSTRIES INC - MCDOWELL P,NC,4.0,,313210,0
110008181109.0,DISSTON CO,VA,3.0,,333112 332213,0
110002106024.0,GREER SMYRNA,TN,4.0,,332721,0
110071392019.0,CURE SUPPORT,CA,,,325412,0
110000796988.0,INFINERA,MD,3.0,,334419,0
110057468262.0,COMPASS EQUIPMENT,CA,9.0,,333120 333131,0
110071539152.0,SRM PLANT 14100 SHERMAN,TX,6.0,,327320,0
110001973865.0,DESIGN-MARK INDUSTRIES,MA,1.0,,32311 323113 323122 323120,0
110062726304.0,MOBILE ASPHALT CO LLC,AL,4.0,,324121,0
110071539858.0,SRM PLANT 14809 KENNEDALE VOL,TX,6.0,,327320,0
110071443804.0,PARKER MEGGITT TROY INCORPORATED,IN,5.0,,336412,0
110038457737.0,"JACKSONVILLE PAVING COMPANY, INC.",NC,4.0,,324121,0
110004842644.0,TED CAMERO WELDING SERVICE INC,PA,3.0,,333319,0
110005955582.0,CARDINAL HEALTH-MIDWEST DIST CTR,IL,5.0,,339999 424210,0
110004715363.0,RICHLAND MOULDED BRICK CO,OH,5.0,,327120,0
110040991148.0,SCHREIBER FOODS INC. (CLOSED),TN,4.0,,311512 311514,0
110003133430.0,COOK INC PARK 48,IN,5.0,,339112 339113,0
110038610394.0,OHMEDA,CO,8.0,,334510,0
110012201170.0,MONARCH INSTRUMENT,NH,1.0,,334515 334513,0
110041502861.0,AUGUSTA FIBERGLASS COATINGS INC TEMPORARY FACILITY,KY,4.0,,326199,0
110003184250.0,GRAPHIC IMPRESSIONS INC.,KS,,,323113,0
110007758113.0,E S M INC,PA,3.0,,339999 325188,0
110010415997.0,ASPHALT SOLUTIONS TOA ALTA_(FORMER ALCO,PR,2.0,,324121,0
110071052091.0,"GRIFFIN LABORATORIES, INC.",CA,,,339999,0
110002446835.0,MATHESON TRIGAS LONGMONT CO BRANCH,CO,8.0,,325180 325188 32518 32512,0
110004632620.0,ATLAS ENGINEERING INC,OH,5.0,,332722,0
110005971671.0,"HOMER D. BRONSON COMPANY, THE",CT,1.0,,332999,0
,TYSON POULTRY INC CRAIG FEED MILL,OK,6.0,,311119,1
110072154986.0,GFL ENVIRONMENTAL SERVICES USA LLC,OK,,,562998 56211 324191 424710,0
110016754083.0,TULSACK INC / TULSACK,OK,6.0,,322220,0
110071844864.0,INSULET CORPORATION,CA,,,339113,0
110015785417.0,SPECIALIZED PACKAGING FLEXO  LLC ** INAC,NC,4.0,,323111,0
110000328761.0,IONICS INCORPORATED,PA,3.0,,333298 332439 339910 33271,0
110012603977.0,ASHLAND INC,WI,5.0,,325211 32521 325991,0
110072009258.0,DEEPER DIVE LA MANAGEMENT LLC,CA,,,325998,0
110005341843.0,TUCCI AND SONS LONESTAR CONCRETE,WA,10.0,,324121 327320 92612 327331 32732,0
110072007532.0,MILLENNIUM AUTOMATION,CA,,,339112,0
110032731836.0,AASTROM BIOSCIENCES INC,MI,5.0,,325412,0
110004334783.0,CONEY ISLAND ELECTROPLATING WORKS,NY,2.0,,332813,0
110018892992.0,SWIFT SHIPS,LA,6.0,,336612,0
110070446222.0,MALAGA COUNTY WATER DISTRICT,CA,9.0,,221310 333319 23492,0
110043086157.0,ADAMS THERMAL SYSTEMS INC.,SD,8.0,,332117 336390 33639 336399 332313,0
110070632501.0,JOBY AVIATION,CA,,,336411,0
110002147276.0,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 27,CA,9.0,,327213,0
110002320079.0,"UNIVERSAL TECHNOLOGIES, INC.",TN,4.0,,332710 332323,0
110005829862.0,DIAMOND SHAMROCK CORP,IL,5.0,,325411,0
110008171888.0,MALAKOFF IND INC,TX,6.0,,325188 325180,0
110057817279.0,AMERICAN THERMOPLASTIC EXTRUSION COMPANY,FL,4.0,,326199,0
110071453531.0,EMBLEM & BADGE  INC,RI,1.0,,332999,0
110000797665.0,CLAWSON TANK CO,MI,5.0,,332420 32739,0
110038456417.0,"CHARLES GABUS MOTORS, INC., DBA TOYOTA OF DES MOINES",IA,7.0,,336390,0
110055873960.0,"DANCO MACHINE DPMS, INC",CA,9.0,,56299 33271 333999,0
110064105310.0,ALLWEATHER WOOD LLC,CO,8.0,,321114,0
110046377452.0,ROSCOE PARK ATHLETIC FIELDS,IL,5.0,,339999,0
110005330418.0,CEPHEID,WA,10.0,,325413 325412 541712,0
110071064093.0,JIFFI STOP 7,IL,5.0,,339999,0
110064016372.0,INTEGRITY FABRICATORS LLC,MI,,,333922,0
110072139874.0,ESTES ENERGY SOLUTIONS INC DBA ESTES,CA,9.0,,335910,0
110018138512.0,MBL RECYCLING INC,IL,5.0,,339999,0
110009446402.0,"FL COMPANIES, INC.",TN,,,323119,0
110071228038.0,ADESA INTERNATIONAL LLC,CA,,,311999,0
110002785987.0,KARSEAL CORP,CA,9.0,,325612,0
110056307973.0,SPEEDWAY,IL,5.0,,339999,0
110070943224.0,SUPERIOR DIESEL INC,WI,5.0,,333618,0
110058899116.0,"ROGERS GROUP, INC. - SWEETWATER ASPHALT /APAC-ATLANTIC, INC. DBA HARRISON CONS",TN,4.0,,324121,0
110010963172.0,JOHN MANEELY CO WHEATLAND TUBE DIV - MILL STREET,PA,3.0,,331210 331221 324199 33122 33121,0
110066944061.0,EAGLE HARBOR WYCKOFF,WA,10.0,,321114 924110,0
110022886929.0,"DELTA INDUSTRIES, INC., MACON PLANT 70",MS,4.0,,327320,0
110012159500.0,FALCONER ELECTRONICS,NY,2.0,,334412,0
110002644005.0,SANDIA METAL PROCESS INC,CA,9.0,,332813,0
110030823205.0,SANDWICH CASTING & MACHINE/TRIO FOUNDRY INC,IL,5.0,,331529,0
110020678033.0,CHESAPEAKE CITY OF - PUBLIC WORKS,VA,3.0,,327331,0
110001790553.0,AMERICAN PRINTING,MD,3.0,,323110,0
110002127635.0,MONFORT INC,MO,7.0,,311611,0
110001448559.0,INTERNATIONAL PAPER-ST. JOSEPH,MO,7.0,,322211,0
110033184587.0,BINDER BROS INC LUMBER YARD,NE,7.0,,321912,0
110023160416.0,READY MIX USA LLC,GA,4.0,,327320 999999,0
110070305515.0,CHECKERS SAFETY GROUP,PA,3.0,,326199,0
110001323639.0,SOUTHERN ALUMINUM FINISHING COMPANY,GA,4.0,,999999 332812,0
110015896128.0,THE POM GROUP INC,MI,5.0,,333511 333513,0
110066221706.0,RJS MACHINE PRODUCTS,CA,9.0,,337215,0
110018105352.0,TICKLE ASPHALT CO,IL,5.0,,324121,0
110020515236.0,LOFLAND DALLAS,TX,6.0,,332312,0
110070904971.0,JEFF TRUSCHEL,CA,,,238320 327999,0
110045647966.0,TANNER TOOL AND MACHINE INC.,VA,3.0,,333618,0
110070145444.0,"WEST FRASER, INC - MAXVILLE DIVISION",FL,4.0,,321113,0
110044993610.0,C-E NATCO,TX,6.0,,333132,0
110070424111.0,AGENOVIR CORPORATION,CA,,,325412,0
110001210163.0,LINDY PAVING HOMER CITY PLT,PA,3.0,,324121,0
110012703832.0,PRECISE CONNECTIONS INC.,TX,6.0,,334418,0
110070361018.0,7-ELEVEN 33055,IL,5.0,,339999,0
110037144293.0,VARN INTERNATIONAL INC A FLINT GROUP CO,IL,5.0,,325910 325998 325612 325613,0
110015970458.0,AVTECH TYEE,WA,10.0,,336413 333319 334418,0
110070558230.0,CHEVRON USA INC. PLATFORM GRACE OCS-P0217,CA,9.0,,336611,0
110039607164.0,STAY HARD INC,FL,4.0,,327320,0
110004162227.0,ALLEN BRADLEY CO,NJ,2.0,,334513,0
110070083491.0,RUDCO SOUTH LLC,SC,4.0,,332439,0
110055442285.0,FRE USA,CO,8.0,,335932,0
110070584453.0,HI-LINE INDUSTRIAL SAW & SUPPLY INC.,CA,,,332216,0
110070359684.0,CUSTOM STAINLESS STEEL INC,IL,5.0,,339999,0
110000427413.0,QUALITY CIRCUITS INC,MN,5.0,,334412,0
